na_sales,eu_sales,jp_sales,other_sales,global_sales,platform,KMeans_Label
0.0,0.0,0.26,0.05,0.31,N64,2
0.0,0.29,0.0,0.02,0.31,PC,0
0.31,0.0,0.0,0.0,0.31,DS,2
0.24,0.05,0.0,0.02,0.31,X360,1
0.18,0.1,0.0,0.03,0.31,XOne,1
0.0,0.0,0.31,0.0,0.31,3DS,2
0.18,0.1,0.0,0.03,0.31,Wii,1
0.28,0.0,0.0,0.02,0.31,Wii,1
0.25,0.04,0.0,0.03,0.31,Wii,1
0.18,0.02,0.09,0.02,0.31,DS,2
0.15,0.11,0.02,0.02,0.31,Wii,1
0.29,0.02,0.0,0.0,0.31,2600,2
0.25,0.04,0.0,0.03,0.31,DS,2
0.28,0.0,0.0,0.02,0.31,X360,1
0.0,0.0,0.31,0.0,0.31,SAT,0
0.28,0.0,0.0,0.02,0.31,PS3,0
0.23,0.05,0.0,0.02,0.31,Wii,1
0.28,0.0,0.0,0.02,0.31,X360,1
0.17,0.12,0.0,0.02,0.31,PS,0
0.24,0.05,0.0,0.01,0.31,XB,1
0.0,0.0,0.29,0.02,0.31,PS,0
0.28,0.0,0.0,0.02,0.31,DS,2
0.14,0.13,0.0,0.04,0.31,PC,0
0.24,0.06,0.0,0.01,0.31,GC,2
0.0,0.0,0.31,0.0,0.31,PSP,0
0.14,0.12,0.0,0.05,0.31,PS3,0
0.11,0.17,0.0,0.03,0.31,DS,2
0.15,0.12,0.0,0.04,0.31,PS2,0
0.28,0.0,0.0,0.02,0.31,PSP,0
0.17,0.07,0.04,0.03,0.31,PS3,0
0.15,0.12,0.0,0.04,0.31,PS2,0
0.17,0.12,0.0,0.02,0.31,PS,0
0.08,0.05,0.14,0.04,0.31,PSV,0
0.18,0.01,0.1,0.02,0.31,PSP,0
0.25,0.04,0.0,0.02,0.31,Wii,1
0.29,0.0,0.0,0.02,0.31,DS,2
0.22,0.06,0.0,0.02,0.31,XOne,1
0.21,0.06,0.0,0.03,0.31,PS3,0
0.09,0.13,0.01,0.08,0.31,PSP,0
0.23,0.07,0.0,0.01,0.31,XB,1
0.17,0.12,0.0,0.02,0.31,PS,0
0.0,0.0,0.3,0.01,0.31,GBA,2
0.0,0.0,0.31,0.0,0.31,SNES,1
0.0,0.0,0.31,0.0,0.31,SNES,1
0.15,0.12,0.0,0.04,0.31,PS2,0
0.18,0.1,0.0,0.03,0.31,3DS,2
0.28,0.01,0.0,0.02,0.3,DS,2
0.13,0.08,0.07,0.02,0.3,X360,1
0.22,0.08,0.0,0.01,0.3,GBA,2
0.28,0.0,0.0,0.02,0.3,DS,2
0.23,0.07,0.0,0.01,0.3,XB,1
0.22,0.08,0.0,0.01,0.3,GBA,2
0.09,0.12,0.06,0.05,0.3,PS3,0
0.15,0.13,0.0,0.03,0.3,X360,1
0.0,0.0,0.3,0.0,0.3,GB,2
0.0,0.0,0.3,0.0,0.3,SAT,0
0.17,0.12,0.0,0.02,0.3,PS,0
0.0,0.0,0.3,0.0,0.3,PSP,0
0.24,0.04,0.0,0.02,0.3,Wii,1
0.22,0.08,0.0,0.01,0.3,GBA,2
0.17,0.12,0.0,0.02,0.3,PS,0
0.0,0.0,0.3,0.0,0.3,PS3,0
0.24,0.03,0.0,0.03,0.3,PS3,0
0.22,0.04,0.01,0.03,0.3,Wii,1
0.26,0.02,0.0,0.02,0.3,DS,2
0.12,0.12,0.0,0.07,0.3,PSP,0
0.2,0.0,0.08,0.02,0.3,WiiU,1
0.0,0.25,0.0,0.05,0.3,PC,0
0.05,0.03,0.21,0.02,0.3,PS,0
0.15,0.12,0.0,0.04,0.3,PS2,0
0.24,0.04,0.0,0.02,0.3,DS,2
0.23,0.06,0.0,0.01,0.3,GC,2
0.15,0.12,0.0,0.04,0.3,PS2,0
0.18,0.1,0.0,0.03,0.3,X360,1
0.29,0.0,0.0,0.02,0.3,X360,1
0.0,0.0,0.3,0.0,0.3,DS,2
0.19,0.09,0.0,0.03,0.3,Wii,1
0.22,0.08,0.0,0.01,0.3,GBA,2
0.15,0.12,0.0,0.04,0.3,PS2,0
0.0,0.0,0.3,0.0,0.3,SAT,0
0.0,0.0,0.3,0.01,0.3,GBA,2
0.0,0.0,0.3,0.0,0.3,DS,2
0.17,0.11,0.0,0.02,0.3,PS,0
0.05,0.16,0.0,0.08,0.3,PSP,0
0.01,0.23,0.0,0.06,0.3,PSP,0
0.0,0.0,0.3,0.0,0.3,NES,0
0.27,0.02,0.0,0.02,0.3,DS,2
0.24,0.03,0.0,0.02,0.3,DS,2
0.0,0.0,0.3,0.0,0.3,PS2,0
0.1,0.0,0.19,0.02,0.3,PS3,0
0.0,0.0,0.3,0.0,0.3,SAT,0
0.02,0.24,0.0,0.05,0.3,PC,0
0.13,0.06,0.07,0.04,0.3,PSV,0
0.14,0.07,0.07,0.02,0.3,3DS,2
0.12,0.13,0.0,0.05,0.3,PS4,0
0.28,0.0,0.0,0.02,0.3,DS,2
0.15,0.06,0.06,0.02,0.3,X360,1
0.27,0.01,0.0,0.02,0.3,Wii,1
0.09,0.11,0.06,0.04,0.3,PS4,0
0.05,0.05,0.17,0.03,0.3,PSV,0
0.08,0.02,0.2,0.01,0.3,Wii,1
0.05,0.04,0.19,0.01,0.3,PS2,0
0.0,0.0,0.3,0.0,0.3,DS,2
0.0,0.0,0.3,0.0,0.3,SNES,1
0.05,0.16,0.05,0.04,0.3,PS4,0
0.15,0.11,0.0,0.04,0.3,PS2,0
0.2,0.0,0.08,0.01,0.3,DS,2
0.24,0.06,0.0,0.0,0.3,N64,2
0.24,0.06,0.0,0.0,0.3,N64,2
0.0,0.0,0.3,0.0,0.3,DS,2
0.21,0.08,0.0,0.01,0.3,GBA,2
0.15,0.12,0.0,0.03,0.3,DS,2
0.24,0.04,0.0,0.02,0.3,X360,1
0.17,0.08,0.0,0.05,0.3,PS4,0
0.0,0.0,0.28,0.02,0.3,PS,0
0.0,0.0,0.3,0.0,0.3,3DS,2
0.15,0.11,0.0,0.04,0.3,PS2,0
0.21,0.08,0.0,0.01,0.3,GBA,2
0.0,0.0,0.3,0.0,0.3,SNES,1
0.2,0.03,0.05,0.02,0.3,X360,1
0.13,0.03,0.11,0.03,0.3,PSP,0
0.17,0.11,0.0,0.02,0.3,PS,0
0.02,0.23,0.0,0.05,0.3,PC,0
0.23,0.06,0.0,0.01,0.3,GC,2
0.15,0.11,0.0,0.04,0.3,PS2,0
0.1,0.07,0.1,0.03,0.3,PS2,0
0.0,0.0,0.3,0.0,0.3,SAT,0
0.23,0.04,0.0,0.02,0.3,DS,2
0.15,0.12,0.0,0.03,0.3,X360,1
0.13,0.02,0.14,0.01,0.3,3DS,2
0.0,0.0,0.3,0.0,0.3,SNES,1
0.07,0.05,0.15,0.02,0.3,PS,0
0.26,0.02,0.0,0.02,0.3,X360,1
0.0,0.27,0.0,0.03,0.3,PC,0
0.28,0.0,0.0,0.02,0.3,X360,1
0.28,0.0,0.0,0.02,0.3,3DS,2
0.08,0.19,0.0,0.03,0.3,Wii,1
0.27,0.0,0.0,0.03,0.3,PSP,0
0.26,0.01,0.0,0.02,0.3,Wii,1
0.21,0.07,0.0,0.02,0.3,DS,2
0.01,0.24,0.0,0.05,0.3,PC,0
0.0,0.0,0.3,0.0,0.3,PSV,0
0.06,0.07,0.14,0.02,0.3,PS4,0
0.12,0.13,0.0,0.05,0.3,PS3,0
0.15,0.11,0.0,0.04,0.3,PS2,0
0.28,0.0,0.0,0.02,0.3,DS,2
0.0,0.0,0.3,0.0,0.3,Wii,1
0.13,0.14,0.0,0.03,0.3,X360,1
0.02,0.01,0.0,0.27,0.3,PS2,0
0.17,0.09,0.0,0.03,0.3,DS,2
0.0,0.0,0.29,0.01,0.3,GBA,2
0.18,0.0,0.1,0.02,0.3,DS,2
0.3,0.0,0.0,0.0,0.3,DS,2
0.0,0.0,0.3,0.0,0.3,DS,2
0.14,0.1,0.01,0.05,0.3,PS3,0
0.21,0.08,0.0,0.01,0.3,GBA,2
0.19,0.07,0.0,0.04,0.3,PS3,0
0.16,0.11,0.0,0.02,0.3,PS,0
0.16,0.1,0.0,0.03,0.3,X360,1
0.25,0.0,0.02,0.02,0.3,X360,1
0.0,0.0,0.3,0.0,0.3,GB,2
0.23,0.06,0.0,0.01,0.3,GC,2
0.0,0.0,0.3,0.0,0.3,PS3,0
0.14,0.11,0.0,0.04,0.3,PS2,0
0.22,0.06,0.0,0.01,0.3,XB,1
0.15,0.01,0.12,0.01,0.3,DS,2
0.12,0.14,0.0,0.03,0.3,X360,1
0.02,0.26,0.0,0.01,0.3,DS,2
0.22,0.06,0.0,0.02,0.3,Wii,1
0.24,0.03,0.0,0.02,0.3,Wii,1
0.22,0.06,0.0,0.01,0.3,XB,1
0.14,0.13,0.0,0.03,0.3,X360,1
0.23,0.06,0.0,0.01,0.3,GC,2
0.28,0.0,0.0,0.02,0.29,Wii,1
0.28,0.02,0.0,0.0,0.29,2600,2
0.27,0.0,0.0,0.02,0.29,DS,2
0.14,0.11,0.0,0.04,0.29,PS2,0
0.26,0.01,0.0,0.03,0.29,PSP,0
0.09,0.07,0.11,0.03,0.29,PS3,0
0.21,0.06,0.0,0.02,0.29,DS,2
0.12,0.14,0.0,0.03,0.29,X360,1
0.13,0.1,0.04,0.02,0.29,X360,1
0.26,0.01,0.0,0.02,0.29,Wii,1
0.25,0.01,0.0,0.03,0.29,PSP,0
0.04,0.21,0.0,0.04,0.29,DS,2
0.16,0.1,0.0,0.03,0.29,X360,1
0.21,0.08,0.0,0.01,0.29,GBA,2
0.0,0.0,0.29,0.01,0.29,GBA,2
0.25,0.02,0.0,0.03,0.29,PS3,0
0.01,0.12,0.12,0.04,0.29,PSV,0
0.0,0.0,0.29,0.0,0.29,SAT,0
0.18,0.09,0.0,0.03,0.29,WiiU,1
0.23,0.0,0.04,0.02,0.29,Wii,1
0.22,0.06,0.0,0.01,0.29,XB,1
0.06,0.16,0.02,0.05,0.29,PS3,0
0.11,0.08,0.07,0.03,0.29,PS3,0
0.16,0.11,0.0,0.02,0.29,PS,0
0.02,0.02,0.25,0.01,0.29,PS2,0
0.2,0.07,0.0,0.03,0.29,X360,1
0.0,0.0,0.29,0.0,0.29,PSP,0
0.24,0.03,0.0,0.02,0.29,Wii,1
0.0,0.1,0.17,0.02,0.29,Wii,1
0.11,0.03,0.0,0.15,0.29,PS2,0
0.09,0.14,0.01,0.05,0.29,PS3,0
0.23,0.06,0.0,0.01,0.29,GC,2
0.14,0.11,0.0,0.04,0.29,PS2,0
0.02,0.22,0.05,0.0,0.29,Wii,1
0.13,0.11,0.0,0.06,0.29,PSP,0
0.03,0.02,0.22,0.02,0.29,PS,0
0.0,0.0,0.27,0.02,0.29,PS,0
0.08,0.16,0.0,0.05,0.29,PS3,0
0.27,0.0,0.0,0.02,0.29,X360,1
0.14,0.12,0.0,0.03,0.29,Wii,1
0.0,0.0,0.29,0.0,0.29,SAT,0
0.14,0.0,0.14,0.01,0.29,DS,2
0.16,0.11,0.0,0.02,0.29,PS,0
0.0,0.0,0.27,0.02,0.29,PS,0
0.13,0.1,0.03,0.03,0.29,PS2,0
0.17,0.1,0.0,0.02,0.29,Wii,1
0.0,0.0,0.29,0.0,0.29,SNES,1
0.25,0.03,0.0,0.02,0.29,X360,1
0.13,0.13,0.01,0.03,0.29,Wii,1
0.0,0.0,0.28,0.01,0.29,GC,2
0.18,0.05,0.03,0.03,0.29,PS3,0
0.27,0.02,0.0,0.0,0.29,2600,2
0.22,0.06,0.0,0.01,0.29,XB,1
0.22,0.04,0.0,0.02,0.29,Wii,1
0.18,0.08,0.0,0.02,0.29,Wii,1
0.06,0.05,0.15,0.03,0.29,PSP,0
0.0,0.0,0.28,0.01,0.29,GBA,2
0.13,0.12,0.0,0.05,0.29,PS3,0
0.16,0.11,0.0,0.03,0.29,X360,1
0.14,0.11,0.0,0.04,0.29,PS2,0
0.13,0.13,0.0,0.03,0.29,Wii,1
0.14,0.11,0.0,0.04,0.29,PS2,0
0.15,0.01,0.1,0.04,0.29,PSV,0
0.06,0.2,0.0,0.03,0.29,3DS,2
0.0,0.0,0.29,0.0,0.29,PS2,0
0.23,0.06,0.0,0.0,0.29,N64,2
0.23,0.06,0.0,0.0,0.29,N64,2
0.22,0.05,0.02,0.0,0.29,N64,2
0.23,0.06,0.0,0.0,0.29,N64,2
0.1,0.03,0.14,0.02,0.29,PS3,0
0.0,0.23,0.0,0.06,0.29,PC,0
0.0,0.25,0.0,0.04,0.29,DS,2
0.21,0.08,0.0,0.01,0.29,GBA,2
0.14,0.11,0.0,0.04,0.29,PS2,0
0.23,0.04,0.0,0.02,0.29,X360,1
0.14,0.11,0.0,0.04,0.29,PS2,0
0.15,0.07,0.05,0.02,0.29,Wii,1
0.22,0.06,0.0,0.01,0.29,GC,2
0.16,0.1,0.0,0.02,0.29,3DS,2
0.18,0.09,0.0,0.02,0.29,X360,1
0.22,0.06,0.0,0.01,0.29,GC,2
0.17,0.09,0.0,0.03,0.29,3DS,2
0.0,0.0,0.29,0.0,0.29,Wii,1
0.0,0.0,0.27,0.02,0.29,PS,0
0.22,0.06,0.0,0.01,0.29,XB,1
0.1,0.15,0.01,0.03,0.29,X360,1
0.0,0.09,0.19,0.01,0.29,PS3,0
0.22,0.06,0.0,0.01,0.29,XB,1
0.13,0.13,0.0,0.03,0.29,X360,1
0.0,0.0,0.29,0.0,0.29,SNES,1
0.08,0.17,0.0,0.03,0.29,X360,1
0.27,0.0,0.0,0.02,0.29,Wii,1
0.26,0.0,0.0,0.02,0.29,Wii,1
0.14,0.11,0.0,0.04,0.29,PS2,0
0.0,0.0,0.29,0.0,0.29,DC,2
0.07,0.05,0.15,0.02,0.29,PS2,0
0.06,0.05,0.16,0.02,0.29,PS2,0
0.15,0.1,0.01,0.02,0.29,X360,1
0.17,0.0,0.1,0.02,0.29,DS,2
0.12,0.12,0.0,0.05,0.29,PS3,0
0.26,0.0,0.0,0.02,0.29,DS,2
0.12,0.15,0.0,0.02,0.29,3DS,2
0.26,0.01,0.0,0.02,0.29,Wii,1
0.0,0.0,0.29,0.0,0.29,3DS,2
0.11,0.15,0.0,0.03,0.29,PC,0
0.14,0.11,0.0,0.04,0.29,PS2,0
0.13,0.0,0.14,0.02,0.29,PS3,0
0.16,0.11,0.0,0.02,0.29,PS,0
0.0,0.0,0.29,0.0,0.29,PS2,0
0.03,0.02,0.21,0.02,0.29,PS,0
0.0,0.0,0.29,0.0,0.29,DS,2
0.27,0.0,0.0,0.02,0.29,Wii,1
0.16,0.11,0.0,0.02,0.29,PS,0
0.13,0.12,0.0,0.03,0.29,X360,1
0.0,0.0,0.27,0.02,0.29,PS,0
0.26,0.0,0.0,0.02,0.29,X360,1
0.14,0.12,0.0,0.02,0.29,PC,0
0.0,0.0,0.29,0.0,0.29,SNES,1
0.0,0.0,0.29,0.0,0.29,DS,2
0.11,0.07,0.08,0.03,0.29,PS3,0
0.12,0.12,0.0,0.05,0.29,PS3,0
0.22,0.06,0.0,0.01,0.29,GC,2
0.06,0.0,0.22,0.01,0.29,PSP,0
0.21,0.06,0.0,0.01,0.29,XB,1
0.26,0.0,0.0,0.02,0.29,DS,2
0.0,0.0,0.29,0.0,0.29,DS,2
0.2,0.08,0.0,0.01,0.29,GBA,2
0.08,0.03,0.17,0.01,0.29,GBA,2
0.14,0.1,0.0,0.05,0.29,PS3,0
0.07,0.18,0.0,0.03,0.29,X360,1
0.26,0.0,0.0,0.02,0.28,DS,2
0.03,0.21,0.0,0.04,0.28,X360,1
0.11,0.14,0.0,0.03,0.28,Wii,1
0.14,0.11,0.0,0.04,0.28,PS2,0
0.14,0.11,0.0,0.04,0.28,PS2,0
0.15,0.06,0.05,0.02,0.28,X360,1
0.16,0.11,0.0,0.02,0.28,PS,0
0.0,0.0,0.28,0.0,0.28,PS3,0
0.2,0.08,0.0,0.01,0.28,GBA,2
0.2,0.08,0.0,0.01,0.28,GBA,2
0.26,0.0,0.0,0.02,0.28,DS,2
0.0,0.0,0.28,0.0,0.28,SNES,1
0.26,0.01,0.0,0.02,0.28,DS,2
0.0,0.0,0.28,0.0,0.28,SNES,1
0.15,0.11,0.0,0.02,0.28,XOne,1
0.16,0.11,0.0,0.02,0.28,PS,0
0.21,0.06,0.0,0.01,0.28,XB,1
0.16,0.1,0.0,0.03,0.28,X360,1
0.09,0.07,0.1,0.02,0.28,PS2,0
0.24,0.02,0.0,0.02,0.28,Wii,1
0.1,0.08,0.07,0.04,0.28,PS4,0
0.14,0.11,0.0,0.04,0.28,PS2,0
0.21,0.06,0.0,0.01,0.28,XB,1
0.2,0.08,0.0,0.01,0.28,GBA,2
0.18,0.07,0.0,0.04,0.28,PS3,0
0.0,0.0,0.28,0.0,0.28,PS2,0
0.22,0.06,0.0,0.01,0.28,GC,2
0.0,0.0,0.28,0.0,0.28,WS,1
0.0,0.17,0.09,0.02,0.28,PS3,0
0.01,0.16,0.09,0.03,0.28,PS4,0
0.24,0.0,0.01,0.02,0.28,X360,1
0.21,0.06,0.0,0.01,0.28,XB,1
0.0,0.0,0.28,0.0,0.28,SAT,0
0.25,0.01,0.0,0.02,0.28,PSP,0
0.15,0.11,0.0,0.03,0.28,DS,2
0.2,0.08,0.0,0.01,0.28,GBA,2
0.24,0.02,0.0,0.02,0.28,Wii,1
0.0,0.0,0.28,0.01,0.28,GBA,2
0.26,0.02,0.0,0.0,0.28,2600,2
0.14,0.11,0.0,0.04,0.28,PS2,0
0.27,0.01,0.0,0.0,0.28,N64,2
0.16,0.1,0.0,0.03,0.28,DS,2
0.14,0.12,0.0,0.02,0.28,WiiU,1
0.16,0.11,0.0,0.02,0.28,PS,0
0.1,0.12,0.02,0.05,0.28,PS3,0
0.22,0.05,0.0,0.01,0.28,XB,1
0.0,0.0,0.28,0.0,0.28,GB,2
0.13,0.02,0.12,0.01,0.28,DS,2
0.19,0.06,0.0,0.03,0.28,XOne,1
0.2,0.07,0.0,0.01,0.28,GBA,2
0.16,0.06,0.0,0.05,0.28,PSV,0
0.0,0.0,0.28,0.0,0.28,PSP,0
0.0,0.0,0.28,0.0,0.28,NES,0
0.0,0.0,0.28,0.0,0.28,PS2,0
0.0,0.0,0.28,0.0,0.28,SNES,1
0.12,0.02,0.0,0.14,0.28,PS2,0
0.2,0.07,0.0,0.01,0.28,GBA,2
0.0,0.23,0.0,0.05,0.28,PS2,0
0.27,0.0,0.0,0.02,0.28,Wii,1
0.11,0.11,0.01,0.05,0.28,PS3,0
0.14,0.11,0.0,0.04,0.28,PS2,0
0.21,0.06,0.0,0.01,0.28,XB,1
0.09,0.14,0.0,0.05,0.28,PS3,0
0.27,0.0,0.0,0.02,0.28,DS,2
0.26,0.0,0.0,0.02,0.28,PSP,0
0.12,0.1,0.03,0.03,0.28,PS2,0
0.13,0.12,0.0,0.02,0.28,WiiU,1
0.26,0.0,0.0,0.02,0.28,DS,2
0.16,0.1,0.0,0.03,0.28,DS,2
0.18,0.08,0.0,0.02,0.28,DS,2
0.14,0.11,0.0,0.04,0.28,PS2,0
0.2,0.03,0.03,0.02,0.28,X360,1
0.2,0.07,0.0,0.01,0.28,GBA,2
0.09,0.06,0.1,0.02,0.28,PS,0
0.14,0.11,0.0,0.04,0.28,PS2,0
0.12,0.12,0.01,0.03,0.28,X360,1
0.14,0.11,0.0,0.04,0.28,PS2,0
0.03,0.01,0.23,0.01,0.28,SNES,1
0.11,0.09,0.04,0.04,0.28,PS3,0
0.22,0.06,0.0,0.01,0.28,GC,2
0.16,0.11,0.0,0.02,0.28,PS,0
0.2,0.07,0.0,0.01,0.28,GBA,2
0.12,0.11,0.0,0.05,0.28,PS3,0
0.24,0.02,0.0,0.02,0.28,X360,1
0.0,0.0,0.28,0.0,0.28,PS4,0
0.13,0.13,0.0,0.03,0.28,3DS,2
0.0,0.21,0.03,0.03,0.28,PS4,0
0.01,0.22,0.0,0.05,0.28,PC,0
0.1,0.03,0.12,0.04,0.28,PSV,0
0.21,0.06,0.0,0.01,0.28,GC,2
0.25,0.01,0.0,0.02,0.28,DS,2
0.26,0.01,0.0,0.02,0.28,DS,2
0.23,0.02,0.0,0.03,0.28,PSP,0
0.05,0.04,0.17,0.01,0.28,PS2,0
0.0,0.0,0.28,0.0,0.28,SAT,0
0.05,0.04,0.17,0.02,0.28,PSP,0
0.26,0.0,0.0,0.02,0.28,DS,2
0.15,0.11,0.0,0.02,0.28,PS,0
0.14,0.09,0.0,0.04,0.28,PS3,0
0.0,0.0,0.28,0.0,0.28,PS2,0
0.21,0.06,0.0,0.01,0.28,XB,1
0.15,0.1,0.0,0.03,0.28,Wii,1
0.11,0.01,0.0,0.16,0.28,PS2,0
0.0,0.0,0.28,0.0,0.28,SNES,1
0.14,0.11,0.0,0.02,0.28,WiiU,1
0.0,0.0,0.28,0.0,0.28,SAT,0
0.0,0.0,0.27,0.01,0.28,GC,2
0.0,0.0,0.28,0.0,0.28,DS,2
0.0,0.0,0.26,0.02,0.28,PS,0
0.24,0.01,0.0,0.02,0.28,X360,1
0.09,0.16,0.0,0.03,0.28,PC,0
0.21,0.06,0.0,0.01,0.28,GC,2
0.25,0.0,0.0,0.02,0.28,Wii,1
0.25,0.0,0.0,0.02,0.28,DS,2
0.11,0.1,0.02,0.04,0.28,PS3,0
0.15,0.1,0.0,0.02,0.28,PS,0
0.0,0.07,0.19,0.01,0.28,Wii,1
0.22,0.04,0.0,0.02,0.28,Wii,1
0.17,0.09,0.0,0.02,0.28,X360,1
0.0,0.0,0.27,0.01,0.28,GBA,2
0.14,0.11,0.0,0.04,0.28,PS2,0
0.2,0.07,0.0,0.0,0.28,GBA,2
0.22,0.03,0.0,0.03,0.28,PSP,0
0.04,0.19,0.0,0.05,0.28,PC,0
0.0,0.0,0.28,0.0,0.28,SAT,0
0.06,0.04,0.15,0.02,0.28,PS,0
0.0,0.0,0.28,0.0,0.28,3DS,2
0.26,0.0,0.0,0.02,0.28,Wii,1
0.0,0.07,0.18,0.03,0.28,PSP,0
0.13,0.1,0.0,0.05,0.28,PS4,0
0.0,0.0,0.28,0.0,0.28,SNES,1
0.06,0.0,0.2,0.01,0.27,PSP,0
0.13,0.11,0.0,0.04,0.27,PS2,0
0.0,0.0,0.27,0.0,0.27,DS,2
0.13,0.1,0.0,0.04,0.27,PS2,0
0.26,0.02,0.0,0.0,0.27,2600,2
0.05,0.2,0.0,0.02,0.27,Wii,1
0.25,0.0,0.0,0.02,0.27,DS,2
0.21,0.06,0.0,0.01,0.27,XB,1
0.18,0.06,0.0,0.03,0.27,PS3,0
0.0,0.0,0.26,0.02,0.27,PS,0
0.21,0.06,0.0,0.01,0.27,GC,2
0.0,0.0,0.27,0.01,0.27,GBA,2
0.2,0.07,0.0,0.0,0.27,GBA,2
0.0,0.0,0.26,0.02,0.27,PS,0
0.09,0.06,0.11,0.02,0.27,PS,0
0.2,0.07,0.0,0.0,0.27,GBA,2
0.14,0.11,0.0,0.03,0.27,Wii,1
0.24,0.01,0.0,0.02,0.27,DS,2
0.0,0.0,0.27,0.0,0.27,PS2,0
0.15,0.1,0.0,0.02,0.27,PS,0
0.2,0.06,0.0,0.01,0.27,XB,1
0.15,0.1,0.0,0.03,0.27,X360,1
0.26,0.01,0.0,0.0,0.27,2600,2
0.25,0.0,0.0,0.02,0.27,DS,2
0.09,0.01,0.0,0.17,0.27,PS2,0
0.09,0.01,0.15,0.01,0.27,DS,2
0.15,0.1,0.0,0.02,0.27,PS,0
0.02,0.02,0.22,0.02,0.27,PS,0
0.15,0.1,0.0,0.02,0.27,PS,0
0.09,0.12,0.02,0.04,0.27,PS4,0
0.12,0.12,0.0,0.03,0.27,X360,1
0.08,0.0,0.19,0.01,0.27,PS3,0
0.12,0.03,0.11,0.01,0.27,DS,2
0.16,0.0,0.1,0.01,0.27,DS,2
0.02,0.17,0.0,0.09,0.27,PSP,0
0.09,0.16,0.0,0.02,0.27,PC,0
0.13,0.1,0.0,0.03,0.27,PS2,0
0.15,0.1,0.0,0.02,0.27,PS,0
0.0,0.0,0.27,0.0,0.27,PSP,0
0.0,0.0,0.27,0.0,0.27,PSP,0
0.13,0.1,0.0,0.03,0.27,PS2,0
0.21,0.05,0.0,0.01,0.27,GC,2
0.0,0.0,0.27,0.0,0.27,SNES,1
0.15,0.1,0.0,0.02,0.27,X360,1
0.0,0.0,0.27,0.0,0.27,SNES,1
0.07,0.07,0.12,0.01,0.27,3DS,2
0.13,0.1,0.0,0.03,0.27,PS2,0
0.19,0.07,0.0,0.0,0.27,GBA,2
0.14,0.1,0.0,0.03,0.27,X360,1
0.2,0.04,0.0,0.04,0.27,PSP,0
0.24,0.01,0.0,0.02,0.27,X360,1
0.25,0.01,0.0,0.02,0.27,X360,1
0.25,0.02,0.0,0.0,0.27,2600,2
0.25,0.02,0.0,0.0,0.27,2600,2
0.12,0.01,0.0,0.14,0.27,PS2,0
0.1,0.11,0.0,0.06,0.27,PSP,0
0.06,0.16,0.0,0.05,0.27,PS3,0
0.18,0.08,0.0,0.01,0.27,XB,1
0.0,0.0,0.27,0.0,0.27,GB,2
0.19,0.07,0.0,0.0,0.27,GBA,2
0.1,0.08,0.06,0.04,0.27,PS4,0
0.21,0.05,0.0,0.01,0.27,GC,2
0.09,0.15,0.0,0.03,0.27,DS,2
0.0,0.0,0.27,0.0,0.27,PS3,0
0.0,0.0,0.26,0.01,0.27,GBA,2
0.19,0.07,0.0,0.0,0.27,GBA,2
0.13,0.1,0.0,0.03,0.27,PS2,0
0.08,0.14,0.0,0.05,0.27,PS4,0
0.2,0.06,0.0,0.01,0.27,XB,1
0.24,0.01,0.0,0.02,0.27,Wii,1
0.13,0.1,0.0,0.03,0.27,PS2,0
0.2,0.04,0.0,0.03,0.27,PS3,0
0.1,0.13,0.0,0.04,0.27,PC,0
0.25,0.02,0.0,0.0,0.27,N64,2
0.0,0.0,0.27,0.0,0.27,N64,2
0.18,0.08,0.0,0.01,0.27,N64,2
0.22,0.05,0.0,0.0,0.27,N64,2
0.14,0.11,0.0,0.03,0.27,X360,1
0.0,0.0,0.27,0.0,0.27,3DS,2
0.0,0.01,0.25,0.01,0.27,PSP,0
0.13,0.12,0.0,0.03,0.27,DS,2
0.04,0.19,0.0,0.04,0.27,PC,0
0.2,0.06,0.0,0.01,0.27,XB,1
0.19,0.07,0.0,0.0,0.27,GBA,2
0.06,0.05,0.14,0.02,0.27,PS2,0
0.13,0.12,0.0,0.02,0.27,DS,2
0.23,0.04,0.0,0.0,0.27,Wii,1
0.25,0.0,0.0,0.02,0.27,X360,1
0.1,0.0,0.16,0.01,0.27,DS,2
0.13,0.12,0.0,0.02,0.27,XOne,1
0.22,0.03,0.0,0.03,0.27,PS3,0
0.12,0.11,0.02,0.02,0.27,X360,1
0.25,0.0,0.0,0.02,0.27,Wii,1
0.25,0.0,0.0,0.02,0.27,PS3,0
0.0,0.0,0.27,0.0,0.27,SNES,1
0.14,0.0,0.12,0.01,0.27,DS,2
0.21,0.05,0.0,0.01,0.27,GC,2
0.16,0.08,0.0,0.02,0.27,X360,1
0.15,0.09,0.0,0.03,0.27,X360,1
0.15,0.1,0.0,0.02,0.27,PS,0
0.25,0.0,0.0,0.02,0.27,X360,1
0.0,0.0,0.27,0.0,0.27,DS,2
0.01,0.21,0.01,0.04,0.27,PS4,0
0.19,0.07,0.0,0.0,0.27,GBA,2
0.23,0.02,0.0,0.02,0.27,X360,1
0.22,0.03,0.0,0.02,0.27,X360,1
0.24,0.01,0.0,0.02,0.27,Wii,1
0.15,0.1,0.0,0.02,0.27,PS,0
0.08,0.11,0.0,0.08,0.27,PS2,0
0.0,0.0,0.25,0.02,0.27,PS,0
0.0,0.0,0.27,0.0,0.27,3DS,2
0.21,0.05,0.0,0.01,0.27,GC,2
